player,team,2k,3k,4k,5k,1v1,1v2,1v3,1v4,1v5,agent,map,tourney_type,game_id,match_id,role_agent,total_round,ot,win_lose
Meteor,GEN,2,0,0,0,0,0,0,0,0,Raze,Fracture,League Play: Week 2,119537,184465,Duelist,17,No,lose
takej,DFM,2,1,0,0,0,1,0,0,0,Viper,Fracture,League Play: Week 2,119537,184465,Controller,17,No,win
Reita,DFM,3,1,0,0,0,0,0,0,0,Cypher,Fracture,League Play: Week 2,119537,184465,Sentinel,17,No,win
Suggest,DFM,3,3,0,0,0,0,0,0,0,Jett,Fracture,League Play: Week 2,119537,184465,Duelist,17,No,win
Anthem,DFM,0,1,1,0,0,0,1,0,0,Skye,Fracture,League Play: Week 2,119537,184465,Initiator,17,No,win
xnfri,DFM,1,1,0,0,0,0,0,0,0,Brimstone,Fracture,League Play: Week 2,119537,184465,Controller,17,No,win
k1Ng,GEN,4,1,0,0,0,0,0,0,0,Viper,Pearl,League Play: Week 2,119538,184465,Controller,21,No,win
TS,GEN,3,1,0,0,0,2,0,0,0,Astra,Pearl,League Play: Week 2,119538,184465,Controller,21,No,win
Sylvan,GEN,2,0,0,0,0,0,0,0,0,Skye,Pearl,League Play: Week 2,119538,184465,Initiator,21,No,win
GodDead,GEN,5,0,0,0,0,0,0,0,0,Kayo,Pearl,League Play: Week 2,119538,184465,Initiator,21,No,win
Meteor,GEN,5,1,1,0,0,0,0,0,0,Jett,Pearl,League Play: Week 2,119538,184465,Duelist,21,No,win
takej,DFM,0,1,0,0,0,0,0,0,0,Viper,Pearl,League Play: Week 2,119538,184465,Controller,21,No,lose
Reita,DFM,4,1,0,0,0,0,0,0,0,Killjoy,Pearl,League Play: Week 2,119538,184465,Sentinel,21,No,lose
Suggest,DFM,2,1,0,0,0,1,0,0,0,Jett,Pearl,League Play: Week 2,119538,184465,Duelist,21,No,lose
Anthem,DFM,3,0,0,0,0,0,0,0,0,Skye,Pearl,League Play: Week 2,119538,184465,Initiator,21,No,lose
xnfri,DFM,1,1,0,0,0,0,0,0,0,Harbor,Pearl,League Play: Week 2,119538,184465,Controller,21,No,lose
Bazzi,GES,2,1,0,0,0,0,0,0,0,Skye,Haven,League Play: Week 2,119539,184466,Initiator,24,Yes,lose
AYRIN,GES,1,2,0,0,0,0,0,0,0,Killjoy,Haven,League Play: Week 2,119539,184466,Sentinel,24,Yes,lose
WRONSKI,GES,2,1,1,0,0,0,0,0,0,Kayo,Haven,League Play: Week 2,119539,184466,Initiator,24,Yes,lose
Monyet,GES,3,0,1,0,0,0,0,0,0,Omen,Haven,League Play: Week 2,119539,184466,Controller,24,Yes,lose
t3xture,GES,1,0,1,0,0,0,0,0,0,Jett,Haven,League Play: Week 2,119539,184466,Duelist,24,Yes,lose
stax,DRX,4,0,0,0,0,0,0,0,0,Breach,Haven,League Play: Week 2,119539,184466,Initiator,24,Yes,win
Rb,DRX,2,1,0,0,1,0,0,0,0,Sova,Haven,League Play: Week 2,119539,184466,Initiator,24,Yes,win
BuZz,DRX,1,2,0,0,2,0,0,0,0,Killjoy,Haven,League Play: Week 2,119539,184466,Sentinel,24,Yes,win
MaKo,DRX,2,0,0,0,0,1,0,0,0,Omen,Haven,League Play: Week 2,119539,184466,Controller,24,Yes,win
Foxy9,DRX,3,2,2,0,0,0,0,0,0,Jett,Haven,League Play: Week 2,119539,184466,Duelist,24,Yes,win
Bazzi,GES,3,2,0,0,0,0,0,0,0,Skye,Split,League Play: Week 2,119540,184466,Initiator,32,Yes,lose
AYRIN,GES,1,1,0,0,0,0,0,0,0,Viper,Split,League Play: Week 2,119540,184466,Controller,32,Yes,lose
WRONSKI,GES,5,0,1,0,0,0,0,0,0,Sage,Split,League Play: Week 2,119540,184466,Sentinel,32,Yes,lose
Monyet,GES,4,4,1,1,0,0,0,0,0,Astra,Split,League Play: Week 2,119540,184466,Controller,32,Yes,lose
t3xture,GES,2,1,1,0,0,1,0,0,0,Raze,Split,League Play: Week 2,119540,184466,Duelist,32,Yes,lose
stax,DRX,3,0,1,0,0,0,0,0,0,Skye,Split,League Play: Week 2,119540,184466,Initiator,32,Yes,win
Rb,DRX,2,1,0,0,2,0,1,0,0,Astra,Split,League Play: Week 2,119540,184466,Controller,32,Yes,win
BuZz,DRX,4,1,0,0,1,0,0,0,0,Kayo,Split,League Play: Week 2,119540,184466,Initiator,32,Yes,win
MaKo,DRX,9,1,1,0,0,0,0,0,0,Viper,Split,League Play: Week 2,119540,184466,Controller,32,Yes,win
Foxy9,DRX,4,2,0,0,0,0,0,0,0,Raze,Split,League Play: Week 2,119540,184466,Duelist,32,Yes,win
xffero,RRQ,4,2,2,0,1,1,0,0,0,Sova,Haven,League Play: Week 3,119542,184467,Initiator,17,No,win
fl1pzjder,RRQ,2,3,0,0,0,0,0,0,0,Breach,Haven,League Play: Week 3,119542,184467,Initiator,17,No,win
EJAY,RRQ,1,1,0,0,0,0,0,0,0,Jett,Haven,League Play: Week 3,119542,184467,Duelist,17,No,win
Lmemore,RRQ,1,0,0,0,0,0,0,0,0,Killjoy,Haven,League Play: Week 3,119542,184467,Sentinel,17,No,win
2ge,RRQ,3,0,0,0,0,0,0,0,0,Astra,Haven,League Play: Week 3,119542,184467,Controller,17,No,win
takej,DFM,2,1,0,0,0,0,0,0,0,Killjoy,Haven,League Play: Week 3,119542,184467,Sentinel,17,No,lose
Reita,DFM,2,2,0,0,1,0,0,0,0,Sova,Haven,League Play: Week 3,119542,184467,Initiator,17,No,lose
Suggest,DFM,0,0,0,0,0,0,0,0,0,Jett,Haven,League Play: Week 3,119542,184467,Duelist,17,No,lose
Anthem,DFM,0,1,0,0,0,0,0,0,0,Breach,Haven,League Play: Week 3,119542,184467,Initiator,17,No,lose
xnfri,DFM,0,0,0,0,0,0,0,0,0,Omen,Haven,League Play: Week 3,119542,184467,Controller,17,No,lose
xffero,RRQ,3,1,0,0,0,0,0,0,0,Astra,Pearl,League Play: Week 3,119543,184467,Controller,20,No,win
fl1pzjder,RRQ,2,5,0,0,1,0,0,0,0,Skye,Pearl,League Play: Week 3,119543,184467,Initiator,20,No,win
EJAY,RRQ,3,0,0,0,0,0,0,0,0,Jett,Pearl,League Play: Week 3,119543,184467,Duelist,20,No,win
Lmemore,RRQ,2,3,0,0,0,0,0,0,0,Killjoy,Pearl,League Play: Week 3,119543,184467,Sentinel,20,No,win
2ge,RRQ,3,1,0,0,0,0,0,0,0,Harbor,Pearl,League Play: Week 3,119543,184467,Controller,20,No,win
takej,DFM,2,0,0,0,1,1,0,0,0,Viper,Pearl,League Play: Week 3,119543,184467,Controller,20,No,lose
Reita,DFM,1,1,0,0,1,0,0,1,0,Killjoy,Pearl,League Play: Week 3,119543,184467,Sentinel,20,No,lose
Suggest,DFM,1,0,0,0,0,0,0,0,0,Jett,Pearl,League Play: Week 3,119543,184467,Duelist,20,No,lose
Anthem,DFM,1,1,0,0,1,0,0,0,0,Skye,Pearl,League Play: Week 3,119543,184467,Initiator,20,No,lose
xnfri,DFM,1,1,0,0,0,0,0,0,0,Harbor,Pearl,League Play: Week 3,119543,184467,Controller,20,No,lose
xeta,T1,3,0,0,0,0,0,0,0,0,Harbor,Pearl,League Play: Week 3,119545,184468,Controller,16,No,lose
iNTRO,T1,4,0,0,0,0,0,0,0,0,Viper,Pearl,League Play: Week 3,119545,184468,Controller,16,No,lose
Munchkin,T1,1,0,0,0,0,0,0,0,0,Killjoy,Pearl,League Play: Week 3,119545,184468,Sentinel,16,No,lose
Sayaplayer,T1,2,0,0,0,0,0,0,0,0,Jett,Pearl,League Play: Week 3,119545,184468,Duelist,16,No,lose
Carpe,T1,1,0,0,0,0,0,0,0,0,Skye,Pearl,League Play: Week 3,119545,184468,Initiator,16,No,lose
Jinggg,PRX,2,0,0,0,0,0,0,0,0,Phoenix,Pearl,League Play: Week 3,119545,184468,Duelist,16,No,win
mindfreak,PRX,2,0,0,0,1,0,0,0,0,Astra,Pearl,League Play: Week 3,119545,184468,Controller,16,No,win
f0rsakeN,PRX,2,2,0,2,0,1,0,0,0,Killjoy,Pearl,League Play: Week 3,119545,184468,Sentinel,16,No,win
d4v41,PRX,1,1,0,0,1,0,0,0,0,Skye,Pearl,League Play: Week 3,119545,184468,Initiator,16,No,win
something,PRX,4,2,0,0,0,0,0,0,0,Jett,Pearl,League Play: Week 3,119545,184468,Duelist,16,No,win
xeta,T1,2,1,0,0,0,0,0,0,0,Breach,Fracture,League Play: Week 3,119546,184468,Initiator,19,No,lose
Munchkin,T1,3,1,0,0,0,0,0,0,0,Killjoy,Fracture,League Play: Week 3,119546,184468,Sentinel,19,No,lose
Sayaplayer,T1,1,1,0,0,0,0,0,0,0,Raze,Fracture,League Play: Week 3,119546,184468,Duelist,19,No,lose
ban,T1,0,0,0,0,0,0,0,0,0,Jett,Fracture,League Play: Week 3,119546,184468,Duelist,19,No,lose
Carpe,T1,1,1,0,0,0,0,0,0,0,Brimstone,Fracture,League Play: Week 3,119546,184468,Controller,19,No,lose
Jinggg,PRX,0,0,0,0,0,0,0,0,0,Raze,Fracture,League Play: Week 3,119546,184468,Duelist,19,No,win
mindfreak,PRX,7,0,0,0,0,0,0,0,0,Brimstone,Fracture,League Play: Week 3,119546,184468,Controller,19,No,win
f0rsakeN,PRX,2,0,1,0,0,0,0,0,0,Neon,Fracture,League Play: Week 3,119546,184468,Duelist,19,No,win
Benkai,PRX,1,2,0,0,0,0,0,0,0,Breach,Fracture,League Play: Week 3,119546,184468,Initiator,19,No,win
d4v41,PRX,4,0,0,0,0,0,0,0,0,Killjoy,Fracture,League Play: Week 3,119546,184468,Sentinel,19,No,win
Dep,ZETA,2,0,2,0,0,0,0,0,0,Jett,Pearl,League Play: Week 3,119548,184469,Duelist,22,No,lose
Laz,ZETA,2,0,0,0,0,0,0,0,0,Skye,Pearl,League Play: Week 3,119548,184469,Initiator,22,No,lose
crow,ZETA,1,0,0,0,0,0,0,0,0,Harbor,Pearl,League Play: Week 3,119548,184469,Controller,22,No,lose
TENNN,ZETA,1,0,0,0,1,0,0,0,0,Killjoy,Pearl,League Play: Week 3,119548,184469,Sentinel,22,No,lose
SugarZ3ro,ZETA,5,3,0,0,0,0,0,0,0,Viper,Pearl,League Play: Week 3,119548,184469,Controller,22,No,lose
Bazzi,GES,2,1,0,0,0,0,0,0,0,Fade,Pearl,League Play: Week 3,119548,184469,Initiator,22,No,win
AYRIN,GES,3,0,0,0,1,0,0,0,0,Killjoy,Pearl,League Play: Week 3,119548,184469,Sentinel,22,No,win
WRONSKI,GES,0,0,0,0,0,0,0,0,0,Kayo,Pearl,League Play: Week 3,119548,184469,Initiator,22,No,win
Monyet,GES,2,1,1,0,0,0,0,0,0,Astra,Pearl,League Play: Week 3,119548,184469,Controller,22,No,win
t3xture,GES,8,2,0,0,0,0,0,0,0,Jett,Pearl,League Play: Week 3,119548,184469,Duelist,22,No,win
Dep,ZETA,7,2,0,0,0,0,0,0,0,Jett,Ascent,League Play: Week 3,119549,184469,Duelist,26,Yes,win
Laz,ZETA,0,0,0,0,1,0,0,0,0,Sova,Ascent,League Play: Week 3,119549,184469,Initiator,26,Yes,win
crow,ZETA,5,0,1,0,0,0,0,0,0,Kayo,Ascent,League Play: Week 3,119549,184469,Initiator,26,Yes,win
TENNN,ZETA,4,1,0,0,0,0,0,0,0,Killjoy,Ascent,League Play: Week 3,119549,184469,Sentinel,26,Yes,win
SugarZ3ro,ZETA,3,0,0,0,0,0,0,0,0,Omen,Ascent,League Play: Week 3,119549,184469,Controller,26,Yes,win
Bazzi,GES,2,0,1,0,2,0,0,0,0,Sova,Ascent,League Play: Week 3,119549,184469,Initiator,26,Yes,lose
AYRIN,GES,2,1,0,0,0,0,0,0,0,Killjoy,Ascent,League Play: Week 3,119549,184469,Sentinel,26,Yes,lose
WRONSKI,GES,4,1,0,0,0,0,0,0,0,Kayo,Ascent,League Play: Week 3,119549,184469,Initiator,26,Yes,lose
Monyet,GES,2,2,1,0,2,0,0,0,0,Omen,Ascent,League Play: Week 3,119549,184469,Controller,26,Yes,lose
t3xture,GES,0,1,0,0,0,0,0,0,0,Jett,Ascent,League Play: Week 3,119549,184469,Duelist,26,Yes,lose
Dep,ZETA,4,1,2,1,0,1,0,0,0,Jett,Haven,League Play: Week 3,119550,184469,Duelist,21,No,win
Laz,ZETA,2,0,0,0,0,0,0,0,0,Sova,Haven,League Play: Week 3,119550,184469,Initiator,21,No,win
crow,ZETA,3,0,0,0,0,0,0,0,0,Breach,Haven,League Play: Week 3,119550,184469,Initiator,21,No,win
TENNN,ZETA,3,0,1,0,0,0,0,0,0,Killjoy,Haven,League Play: Week 3,119550,184469,Sentinel,21,No,win
SugarZ3ro,ZETA,1,2,0,0,0,0,0,0,0,Omen,Haven,League Play: Week 3,119550,184469,Controller,21,No,win
Bazzi,GES,3,0,0,0,0,0,0,0,0,Skye,Haven,League Play: Week 3,119550,184469,Initiator,21,No,lose
AYRIN,GES,1,1,0,0,0,0,0,0,0,Killjoy,Haven,League Play: Week 3,119550,184469,Sentinel,21,No,lose
WRONSKI,GES,2,0,0,0,0,0,0,0,0,Kayo,Haven,League Play: Week 3,119550,184469,Initiator,21,No,lose
Monyet,GES,3,1,0,0,0,0,0,0,0,Omen,Haven,League Play: Week 3,119550,184469,Controller,21,No,lose
t3xture,GES,2,0,0,0,0,0,0,0,0,Jett,Haven,League Play: Week 3,119550,184469,Duelist,21,No,lose
Patt,TLN,0,0,0,0,0,0,0,0,0,Astra,Split,League Play: Week 3,119551,184470,Controller,16,No,lose
Sushiboys,TLN,3,0,0,0,0,0,0,0,0,Jett,Split,League Play: Week 3,119551,184470,Duelist,16,No,lose
Crws,TLN,1,1,0,0,0,0,1,0,0,Breach,Split,League Play: Week 3,119551,184470,Initiator,16,No,lose
foxz,TLN,2,1,0,0,0,0,0,0,0,Yoru,Split,League Play: Week 3,119551,184470,Duelist,16,No,lose
JitBoyS,TLN,0,0,0,0,0,0,0,0,0,Raze,Split,League Play: Week 3,119551,184470,Duelist,16,No,lose
stax,DRX,2,1,0,0,1,0,0,0,0,Skye,Split,League Play: Week 3,119551,184470,Initiator,16,No,win
Rb,DRX,2,2,0,0,0,0,0,0,0,Astra,Split,League Play: Week 3,119551,184470,Controller,16,No,win
BuZz,DRX,2,0,0,0,0,0,0,0,0,Kayo,Split,League Play: Week 3,119551,184470,Initiator,16,No,win
MaKo,DRX,2,3,0,0,0,0,0,0,0,Viper,Split,League Play: Week 3,119551,184470,Controller,16,No,win
Foxy9,DRX,4,1,0,0,0,0,0,0,0,Raze,Split,League Play: Week 3,119551,184470,Duelist,16,No,win
Patt,TLN,0,2,1,0,0,0,0,1,0,Killjoy,Pearl,League Play: Week 3,119552,184470,Sentinel,23,No,lose
Sushiboys,TLN,2,1,0,0,0,0,0,0,0,Jett,Pearl,League Play: Week 3,119552,184470,Duelist,23,No,lose
Crws,TLN,2,0,1,0,0,0,0,0,0,Harbor,Pearl,League Play: Week 3,119552,184470,Controller,23,No,lose
foxz,TLN,1,1,0,0,2,0,0,0,0,Skye,Pearl,League Play: Week 3,119552,184470,Initiator,23,No,lose
JitBoyS,TLN,1,0,1,0,0,0,0,0,0,Reyna,Pearl,League Play: Week 3,119552,184470,Duelist,23,No,lose
stax,DRX,0,2,0,0,0,0,0,0,0,Fade,Pearl,League Play: Week 3,119552,184470,Initiator,23,No,win
Rb,DRX,4,0,1,0,0,1,0,0,0,Harbor,Pearl,League Play: Week 3,119552,184470,Controller,23,No,win
BuZz,DRX,4,0,0,0,0,0,0,0,0,Kayo,Pearl,League Play: Week 3,119552,184470,Initiator,23,No,win
MaKo,DRX,1,0,1,0,0,0,0,0,0,Viper,Pearl,League Play: Week 3,119552,184470,Controller,23,No,win
Foxy9,DRX,4,2,1,0,0,0,0,0,0,Jett,Pearl,League Play: Week 3,119552,184470,Duelist,23,No,win
BORKUM,TS,0,1,0,0,0,1,0,0,0,Omen,Haven,League Play: Week 3,119554,184471,Controller,21,No,lose
JessieVash,TS,4,0,0,0,1,0,0,0,0,Sova,Haven,League Play: Week 3,119554,184471,Initiator,21,No,lose
DubsteP,TS,2,0,0,0,0,0,0,0,0,Killjoy,Haven,League Play: Week 3,119554,184471,Sentinel,21,No,lose
Jremy,TS,4,1,0,0,0,0,0,0,0,Raze,Haven,League Play: Week 3,119554,184471,Duelist,21,No,lose
invy,TS,2,1,0,0,1,0,0,0,0,Breach,Haven,League Play: Week 3,119554,184471,Initiator,21,No,lose
k1Ng,GEN,5,0,1,0,1,1,0,0,0,Killjoy,Haven,League Play: Week 3,119554,184471,Sentinel,21,No,win
TS,GEN,3,1,1,0,0,1,0,0,0,Omen,Haven,League Play: Week 3,119554,184471,Controller,21,No,win
Sylvan,GEN,1,1,1,0,1,0,0,0,0,Sova,Haven,League Play: Week 3,119554,184471,Initiator,21,No,win
GodDead,GEN,5,0,0,0,0,0,0,0,0,Breach,Haven,League Play: Week 3,119554,184471,Initiator,21,No,win
Meteor,GEN,0,2,0,0,0,0,0,0,0,Jett,Haven,League Play: Week 3,119554,184471,Duelist,21,No,win
BORKUM,TS,1,1,0,0,0,0,0,0,0,Brimstone,Fracture,League Play: Week 3,119555,184471,Controller,24,Yes,lose
JessieVash,TS,2,1,0,0,0,0,0,0,0,Fade,Fracture,League Play: Week 3,119555,184471,Initiator,24,Yes,lose
DubsteP,TS,2,1,1,0,0,1,0,0,0,Cypher,Fracture,League Play: Week 3,119555,184471,Sentinel,24,Yes,lose
Jremy,TS,3,2,0,0,0,0,0,0,0,Raze,Fracture,League Play: Week 3,119555,184471,Duelist,24,Yes,lose
invy,TS,1,0,1,0,0,0,0,0,0,Breach,Fracture,League Play: Week 3,119555,184471,Initiator,24,Yes,lose
k1Ng,GEN,8,0,0,0,0,0,0,0,0,Viper,Fracture,League Play: Week 3,119555,184471,Controller,24,Yes,win
TS,GEN,4,1,0,0,0,0,0,0,0,Omen,Fracture,League Play: Week 3,119555,184471,Controller,24,Yes,win
eKo,GEN,0,0,0,0,0,0,0,0,0,Breach,Fracture,League Play: Week 3,119555,184471,Initiator,24,Yes,win
GodDead,GEN,5,1,0,0,1,0,0,0,0,Kayo,Fracture,League Play: Week 3,119555,184471,Initiator,24,Yes,win
Meteor,GEN,4,1,0,0,0,0,0,0,0,Raze,Fracture,League Play: Week 3,119555,184471,Duelist,24,Yes,win
mindfreak,PRX,2,0,0,0,0,0,0,0,0,Omen,Ascent,League Play: Week 4,119557,184472,Controller,18,No,lose
f0rsakeN,PRX,4,2,0,0,0,0,0,0,0,Killjoy,Ascent,League Play: Week 4,119557,184472,Sentinel,18,No,lose
Benkai,PRX,3,1,0,0,0,0,0,0,0,Sova,Ascent,League Play: Week 4,119557,184472,Initiator,18,No,lose
d4v41,PRX,1,1,0,0,0,0,0,0,0,Kayo,Ascent,League Play: Week 4,119557,184472,Initiator,18,No,lose
something,PRX,1,0,0,0,0,0,0,0,0,Jett,Ascent,League Play: Week 4,119557,184472,Duelist,18,No,lose
stax,DRX,3,0,0,0,0,0,0,0,0,Kayo,Ascent,League Play: Week 4,119557,184472,Initiator,18,No,win
Rb,DRX,3,1,0,0,1,1,0,0,0,Sova,Ascent,League Play: Week 4,119557,184472,Initiator,18,No,win
BuZz,DRX,2,1,0,0,1,0,0,0,0,Killjoy,Ascent,League Play: Week 4,119557,184472,Sentinel,18,No,win
MaKo,DRX,4,0,0,0,0,0,0,0,0,Omen,Ascent,League Play: Week 4,119557,184472,Controller,18,No,win
Foxy9,DRX,2,1,1,0,0,0,0,0,0,Jett,Ascent,League Play: Week 4,119557,184472,Duelist,18,No,win
Jinggg,PRX,3,0,0,0,0,0,0,0,0,Raze,Split,League Play: Week 4,119558,184472,Duelist,23,No,lose
mindfreak,PRX,0,0,0,0,0,0,0,0,0,Astra,Split,League Play: Week 4,119558,184472,Controller,23,No,lose
f0rsakeN,PRX,0,2,0,0,0,0,0,0,0,Skye,Split,League Play: Week 4,119558,184472,Initiator,23,No,lose
d4v41,PRX,3,2,0,0,1,0,0,0,0,Viper,Split,League Play: Week 4,119558,184472,Controller,23,No,lose
something,PRX,2,1,0,0,0,0,0,0,0,Jett,Split,League Play: Week 4,119558,184472,Duelist,23,No,lose
stax,DRX,4,1,0,0,0,0,0,0,0,Skye,Split,League Play: Week 4,119558,184472,Initiator,23,No,win
Rb,DRX,0,1,0,0,0,0,0,0,0,Astra,Split,League Play: Week 4,119558,184472,Controller,23,No,win
BuZz,DRX,3,2,0,0,0,1,0,0,0,Kayo,Split,League Play: Week 4,119558,184472,Initiator,23,No,win
MaKo,DRX,3,2,0,0,0,0,1,0,0,Viper,Split,League Play: Week 4,119558,184472,Controller,23,No,win
Foxy9,DRX,3,0,1,0,0,0,0,0,0,Raze,Split,League Play: Week 4,119558,184472,Duelist,23,No,win
BORKUM,TS,1,3,0,0,0,0,0,0,0,Viper,Icebox,League Play: Week 4,119560,184473,Controller,23,No,lose
JessieVash,TS,2,1,0,0,0,0,0,0,0,Sova,Icebox,League Play: Week 4,119560,184473,Initiator,23,No,lose
DubsteP,TS,2,2,0,0,1,0,0,0,0,Killjoy,Icebox,League Play: Week 4,119560,184473,Sentinel,23,No,lose
Jremy,TS,1,0,0,0,0,0,0,0,0,Sage,Icebox,League Play: Week 4,119560,184473,Sentinel,23,No,lose
invy,TS,1,1,1,0,0,0,0,0,0,Kayo,Icebox,League Play: Week 4,119560,184473,Initiator,23,No,lose
xffero,RRQ,4,1,0,0,0,0,0,0,0,Viper,Icebox,League Play: Week 4,119560,184473,Controller,23,No,win
fl1pzjder,RRQ,1,0,0,0,0,0,0,0,0,Skye,Icebox,League Play: Week 4,119560,184473,Initiator,23,No,win
EJAY,RRQ,5,2,0,0,0,0,0,0,0,Jett,Icebox,League Play: Week 4,119560,184473,Duelist,23,No,win
Lmemore,RRQ,4,3,0,0,0,0,0,0,0,Killjoy,Icebox,League Play: Week 4,119560,184473,Sentinel,23,No,win
2ge,RRQ,1,2,0,0,0,0,0,0,0,Harbor,Icebox,League Play: Week 4,119560,184473,Controller,23,No,win
BORKUM,TS,1,0,0,0,0,1,0,0,0,Astra,Split,League Play: Week 4,119561,184473,Controller,20,No,lose
JessieVash,TS,0,0,0,0,0,0,0,0,0,Cypher,Split,League Play: Week 4,119561,184473,Sentinel,20,No,lose
DubsteP,TS,1,0,0,0,0,0,0,0,0,Jett,Split,League Play: Week 4,119561,184473,Duelist,20,No,lose
Jremy,TS,4,0,1,0,0,0,0,0,0,Raze,Split,League Play: Week 4,119561,184473,Duelist,20,No,lose
invy,TS,2,2,0,0,1,0,0,0,0,Skye,Split,League Play: Week 4,119561,184473,Initiator,20,No,lose
xffero,RRQ,3,1,0,0,0,0,0,0,0,Astra,Split,League Play: Week 4,119561,184473,Controller,20,No,win
fl1pzjder,RRQ,2,2,0,0,0,0,0,0,0,Breach,Split,League Play: Week 4,119561,184473,Initiator,20,No,win
EJAY,RRQ,2,0,1,0,0,0,0,0,0,Raze,Split,League Play: Week 4,119561,184473,Duelist,20,No,win
Lmemore,RRQ,3,0,0,0,0,0,0,0,0,Cypher,Split,League Play: Week 4,119561,184473,Sentinel,20,No,win
Emman,RRQ,3,0,0,0,0,0,0,0,0,Skye,Split,League Play: Week 4,119561,184473,Initiator,20,No,win
xeta,T1,3,0,0,0,0,0,0,0,0,Sova,Ascent,League Play: Week 4,119563,184474,Initiator,18,No,lose
Munchkin,T1,5,0,0,0,0,0,0,0,0,Killjoy,Ascent,League Play: Week 4,119563,184474,Sentinel,18,No,lose
Sayaplayer,T1,4,2,1,0,0,0,0,0,0,Jett,Ascent,League Play: Week 4,119563,184474,Duelist,18,No,lose
ban,T1,1,0,0,0,0,0,0,0,0,Omen,Ascent,League Play: Week 4,119563,184474,Controller,18,No,lose
Carpe,T1,0,0,0,0,0,0,0,0,0,Kayo,Ascent,League Play: Week 4,119563,184474,Initiator,18,No,lose
k1Ng,GEN,3,1,0,0,0,0,0,0,0,Killjoy,Ascent,League Play: Week 4,119563,184474,Sentinel,18,No,win
TS,GEN,1,1,0,0,0,0,0,0,0,Omen,Ascent,League Play: Week 4,119563,184474,Controller,18,No,win
eKo,GEN,2,1,0,0,1,0,0,0,0,Sova,Ascent,League Play: Week 4,119563,184474,Initiator,18,No,win
GodDead,GEN,1,2,2,0,0,0,0,0,0,Kayo,Ascent,League Play: Week 4,119563,184474,Initiator,18,No,win
Meteor,GEN,1,2,0,0,0,1,0,0,0,Jett,Ascent,League Play: Week 4,119563,184474,Duelist,18,No,win
xeta,T1,3,0,0,0,0,0,0,0,0,Sova,Haven,League Play: Week 4,119564,184474,Initiator,18,No,lose
iNTRO,T1,1,1,0,0,0,0,0,0,0,Omen,Haven,League Play: Week 4,119564,184474,Controller,18,No,lose
Munchkin,T1,1,1,0,0,0,0,0,0,0,Killjoy,Haven,League Play: Week 4,119564,184474,Sentinel,18,No,lose
Sayaplayer,T1,0,0,0,0,0,0,0,0,0,Jett,Haven,League Play: Week 4,119564,184474,Duelist,18,No,lose
Carpe,T1,3,1,0,0,1,0,0,0,0,Breach,Haven,League Play: Week 4,119564,184474,Initiator,18,No,lose
k1Ng,GEN,3,3,0,0,1,0,0,0,0,Killjoy,Haven,League Play: Week 4,119564,184474,Sentinel,18,No,win
TS,GEN,0,2,0,0,0,0,0,0,0,Omen,Haven,League Play: Week 4,119564,184474,Controller,18,No,win
Sylvan,GEN,4,0,0,0,0,0,0,0,0,Sova,Haven,League Play: Week 4,119564,184474,Initiator,18,No,win
GodDead,GEN,2,0,0,0,0,0,0,0,0,Breach,Haven,League Play: Week 4,119564,184474,Initiator,18,No,win
Meteor,GEN,0,1,0,0,0,0,0,0,0,Jett,Haven,League Play: Week 4,119564,184474,Duelist,18,No,win
Dep,ZETA,2,1,1,0,0,0,0,0,0,Jett,Ascent,League Play: Week 4,119566,184475,Duelist,22,No,win
Laz,ZETA,2,1,1,0,0,0,0,0,0,Sova,Ascent,League Play: Week 4,119566,184475,Initiator,22,No,win
crow,ZETA,0,0,1,0,0,0,1,0,0,Kayo,Ascent,League Play: Week 4,119566,184475,Initiator,22,No,win
TENNN,ZETA,2,0,0,0,0,0,0,0,0,Killjoy,Ascent,League Play: Week 4,119566,184475,Sentinel,22,No,win
SugarZ3ro,ZETA,5,1,0,0,0,0,0,0,0,Omen,Ascent,League Play: Week 4,119566,184475,Controller,22,No,win
takej,DFM,2,0,0,0,0,0,0,0,0,Omen,Ascent,League Play: Week 4,119566,184475,Controller,22,No,lose
Reita,DFM,2,1,0,0,0,0,0,0,0,Sova,Ascent,League Play: Week 4,119566,184475,Initiator,22,No,lose
Suggest,DFM,6,0,0,0,0,0,0,0,0,Killjoy,Ascent,League Play: Week 4,119566,184475,Sentinel,22,No,lose
Anthem,DFM,1,0,0,0,1,1,0,0,0,Kayo,Ascent,League Play: Week 4,119566,184475,Initiator,22,No,lose
Seoldam,DFM,1,1,0,0,0,0,0,0,0,Jett,Ascent,League Play: Week 4,119566,184475,Duelist,22,No,lose
Dep,ZETA,2,3,1,0,0,0,0,0,0,Jett,Haven,League Play: Week 4,119567,184475,Duelist,18,No,win
Laz,ZETA,1,1,0,0,0,0,1,0,0,Sova,Haven,League Play: Week 4,119567,184475,Initiator,18,No,win
crow,ZETA,4,0,0,0,0,0,0,0,0,Breach,Haven,League Play: Week 4,119567,184475,Initiator,18,No,win
TENNN,ZETA,3,1,0,0,1,0,0,0,0,Killjoy,Haven,League Play: Week 4,119567,184475,Sentinel,18,No,win
SugarZ3ro,ZETA,2,0,0,0,0,0,0,0,0,Omen,Haven,League Play: Week 4,119567,184475,Controller,18,No,win
takej,DFM,4,0,0,0,1,0,1,0,0,Omen,Haven,League Play: Week 4,119567,184475,Controller,18,No,lose
